date,name,age,comments
2012-7-3,"Richard Alvin Tonry,",77,"American politician and lawyer, U.S. Representative from Louisiana (1977), natural causes."
2012-7-3,"Joseph Triay,",80,Gibraltarian lawyer and politician.
2012-7-3,"Daphne Zepos,",52,"Greek-born American author and chef, lung cancer."
2012-7-4,"Ignatius Anandappa,",73,Sri Lankan Test match cricket umpire.
2012-7-4,"Peter Bennett,",85,"Australian football player and Olympic (1952, 1956) water polo player."
2012-7-4,"Hiren Bhattacharyya,",80,"Indian poet, lung infection."
2012-7-4,"Paul Birch,",56,British scientist and author.
2012-7-4,"Jimmy Bivins,",92,"American heavyweight boxer, pneumonia."
2012-7-4,"Vinzenz Guggenberger,",83,"German Roman Catholic prelate, Auxiliary Bishop of Regensburg (1972–2004)."
2012-7-4,"Jeong Min-Hyeong,",25,"South Korean football player, suicide by carbon monoxide poisoning."
2012-7-4,"Karen R. Keesling,",65,"American civil servant, Assistant Secretary of the Air Force (1988–1989)."
2012-7-4,"Sam Ojebode,",67,Nigerian footballer.
2012-7-4,"Eric Sykes,",89,"British writer and actor (The Goon Show, Harry Potter and the Goblet of Fire)."
2012-7-5,"Howard Dorgan,",80,American academic.
2012-7-5,"Rob Goris,",30,"Belgian ice hockey player and cyclist, heart attack."
2012-7-5,"Dick Greco,",87,American baseball player.
2012-7-5,"Ruud van Hemert,",73,"Dutch film director, cancer."
2012-7-5,"Roland Hyatt,",50,Australian cricketer. [1]
2012-7-5,"Gerrit Komrij,",68,"Dutch writer, cancer."
2012-7-5,"Colin Marshall, Baron Marshall of Knightsbridge,",78,British businessman and life peer.
2012-7-5,"Bob Rowland Smith,",86,"Australian politician, NSW Minister for Sport and Recreation (1988–1991)."
2012-7-6,"Charles Drake,",30,American football player (New York Giants).
2012-7-6,"Charles David Ganao,",85,"Congolese politician, Prime Minister (1996–1997)."
2012-7-6,"Hani al-Hassan,",74,"Palestinian politician and diplomat, complications of a stroke."
2012-7-6,"Bruce B. Kendall,",93,American hotelier and politician.
2012-7-6,"Alice Koroma,",80,"Sierra Leonean politician, mother of president Ernest Bai Koroma."
2012-7-6,"James McKinley,",67,American football coach and businessman.
2012-7-6,"Bill Norrie,",83,"Canadian politician and educator, Mayor of Winnipeg (1979–1992), Chancellor of the University of Manitoba (2001–2009), respiratory failure."
2012-7-6,"Angelo Paternoster,",93,American football player (Washington Redskins).
2012-7-6,"Anthony Sedlak,",29,Canadian chef.
2012-7-6,"Al Ulbrickson,",81,American rower.
2012-7-7,"Renato Beghe,",79,American judge (United States Tax Court).
2012-7-7,"Paul Coussa,",94,"Syrian-born Iraqi Armenian Catholic hierarch, Archbishop of Baghdad (1983–2001)."
2012-7-7,"Ronaldo Cunha Lima,",76,"Brazilian poet and politician, Governor of Paraíba (1991–1994), lung cancer."
2012-7-7,"Mouss Diouf,",47,"Senegalese-born French comedian, complications of a stroke."
2012-7-7,"Dennis Flemion,",57,"American rock musician (The Frogs), drowned."
2012-7-7,"Colin Lamont,",70,"Australian politician, member of the Queensland Legislative Assembly (1974–1977)."
2012-7-7,"Ralph Raymond Loffmark,",92,Canadian politician.
2012-7-7,"Doris Neal,",83,American baseball player (AAGPBL).
2012-7-7,"Jerry Norman,",75,American sinologist and linguist.
2012-7-7,"Leon Schlumpf,",87,"Swiss politician, Member of the Federal Council (1979–1987), President of the Confederation (1984)."
2012-7-7,"Jimmy Tansey,",83,English football player.
2012-7-8,"Muhammed bin Saud Al Saud,",78,"Saudi royal and politician, Minister of Defense (1960–1962), Governor of Al Baha (1987–2010)."
2012-7-8,"Kamal Asgar,",89,Iranian-born American professor of dentistry and medical researcher.
2012-7-8,"Chris Barber,",91,"British businessman, chairman of Oxfam (1983–1989)."
2012-7-8,"Lionel Batiste,",81,American jazz musician (Treme Brass Band).
2012-7-8,"Ernest Borgnine,",95,"American actor (Marty, McHale's Navy, From Here to Eternity, SpongeBob SquarePants), renal failure."
2012-7-8,"Henry Chilver, Baron Chilver,",86,British engineer and politician.
2012-7-8,"Gyang Dalyop Datong,",53,"Nigerian politician, Member of the House of Representatives (2003–2007), Senator (since 2007), heart attack."
2012-7-8,"Dick Fowler,",80,"Canadian politician, Member of the Legislative Assembly of Alberta (1989–1993)."
2012-7-8,"Philip L. Fradkin,",77,"American historian and author, cancer."
2012-7-8,"Arnold B. Grobman,",93,American zoologist.
2012-7-8,"Rodger Head,",73,Australian football player (St Kilda Football Club).
2012-7-8,"William Innes Homer,",82,American art historian.
2012-7-8,"Martin Pakledinaz,",58,"American costume designer (My Week with Marilyn), cancer."
2012-7-8,"Stuart R. Schram,",88,American physicist and political scientist.
2012-7-8,"Boris Shramko,",92,Ukrainian historian.
2012-7-8,"John Williams,",64,"American football player (Baltimore Colts, Los Angeles Rams)."
2012-7-9,"Mario de Leon Baltazar,",85,"Filipino Roman Catholic priest, Prelate of Batanes and the Babuyan Islands (1966–1995)."
2012-7-9,"Kenny Heitz,",65,"American basketball player (UCLA), cancer."
2012-7-9,"Chick King,",81,"American baseball player (Detroit Tigers, Chicago Cubs, St. Louis Cardinals)."
2012-7-9,"Sir Terepai Maoate,",78,"Cook Islands politician, Prime Minister (1999–2002), prostate cancer."
2012-7-9,"Jacqueline Mazéas,",91,French athlete.
2012-7-9,"Denise René,",99,French art dealer.
2012-7-9,"Zsuzsi Roboz,",72,Hungarian painter.
2012-7-9,"Shin Jae-chul,",75,South Korean-born American martial artist.
2012-7-9,"Brian Thomas,",72,Welsh rugby union player and manager (Neath RFC).
2012-7-9,"Isuzu Yamada,",95,"Japanese film actress (Yojimbo, Throne of Blood), multiple organ failure."
2012-7-10,"Maria Cole,",89,"American jazz singer, widow of Nat King Cole, cancer."
2012-7-10,"Michele Columbu,",98,Italian politician and writer.
2012-7-10,"Lol Coxhill,",79,"English jazz saxophonist, after short illness."
2012-7-10,"Marian Filar,",94,Polish-born American concert pianist.
2012-7-10,"Cheryll Heinze,",65,"American politician, member of the Alaska House of Representatives (2002–2004), plane crash."
2012-7-10,"Peter Kyros,",86,"American politician, Representative from Maine (1967–1975)."
2012-7-10,"Fritz Langanke,",92,German Waffen SS lieutenant during World War II.
2012-7-10,"Gaylon Lawrence,",78,American businessman.
2012-7-10,"Berthe Meijer,",74,"Dutch author, cancer."
2012-7-10,"Viktor Suslin,",70,Russian composer.
2012-7-11,"Dewayne Bunch,",50,"American politician, member of the Kentucky House of Representatives (2010–2011), head injuries."
2012-7-11,"Art Ceccarelli,",82,"American baseball player (Kansas City Athletics, Chicago Cubs, Baltimore Orioles), cancer."
2012-7-11,"Marion Cunningham,",90,"American cookbook author, complications of Alzheimer's disease."
2012-7-11,"Sir Carron Greig,",87,British business executive.
2012-7-11,"Rutger Kopland,",77,"Dutch poet, writer, and psychiatrist."
2012-7-11,"Joe McBride,",74,"Scottish football player (Celtic), complications of a stroke."
2012-7-11,"Bobby Nicol,",76,Scottish football player (Hibernian).
2012-7-11,"Richard Scudder,",99,"American newspaper pioneer, founder of MediaNews Group."
2012-7-11,"Harold Shukman,",81,British historian.
2012-7-11,"Donald J. Sobol,",87,"American writer (Encyclopedia Brown), natural causes."
2012-7-11,"Marvin Traub,",87,"American business executive, CEO of Bloomingdale's, bladder cancer."
2012-7-12,"Eddy Brown,",86,English footballer (Birmingham City).
2012-7-12,"Cleveland Elam,",60,"American football player (San Francisco 49ers, Detroit Lions)."
2012-7-12,"Maita Gomez,",65,"Filipino beauty queen and activist, Miss Philippines–World (1967), heart attack."
2012-7-12,"Pier Luigi Mazzoni,",79,"Italian Roman Catholic prelate, Archbishop of Gaeta (1997–2007)."
2012-7-12,"Else Holmelund Minarik,",91,"Danish-born American author (Little Bear), complications after heart attack."
2012-7-12,"Roger Payne,",55,"British mountaineer, avalanche."
2012-7-12,"Hamid Samandarian,",81,"Iranian film and theater director, liver cancer."
2012-7-12,"Dara Singh,",84,"Indian wrestler and actor, multiple organ failure."
2012-7-12,"George C. Stoney,",96,American documentary filmmaker and pioneer of public-access television.
2012-7-12,"Ginny Tyler,",86,"American voice actress (Davey and Goliath, Fantastic Four, Space Ghost)."
2012-7-12,"Denis Warner,",94,Australian journalist and historian.
2012-7-13,"Shlomo Bentin,",65,"Israeli neuropsychologist, recipient of the 2012 Israel Prize in psychology, traffic collision."
2012-7-13,"Harry Betts,",89,American jazz composer and trombonist.
2012-7-13,"Polde Bibič,",79,Slovenian actor and politician.
2012-7-13,"Sir Christopher Booth,",88,British clinician and medical historian.
2012-7-13,"Warren Jabali,",65,"American basketball player (Oakland Oaks), heart failure."
2012-7-13,"Jerzy Kulej,",71,"Polish politician, Olympic gold medal-winning (1964 and 1968) boxer, heart attack."
2012-7-13,"Wayne Massarelli,",62,"American makeup artist (The Muppets Take Manhattan, My Fellow Americans)."
2012-7-13,"Rolf Nilssen,",84,Norwegian politician.
2012-7-13,"Pan Jiazheng,",84,Chinese hydraulic engineer.
2012-7-13,"Sage Stallone,",36,"American actor (Rocky V), son of Sylvester Stallone, heart failure."
2012-7-13,"Jerold Starr,",71,American sociologist.
2012-7-13,"Richard D. Zanuck,",77,"American film producer (Jaws, Driving Miss Daisy, Cocoon, Road to Perdition), heart attack."
2012-7-14,"John Arbuthnott, 16th Viscount of Arbuthnott,",87,Scottish peer.
2012-7-14,"Barton Biggs,",79,"American businessman, bacterial infection."
2012-7-14,"Don Brinkley,",91,"American television writer (The Fugitive, The F.B.I., Trapper John, M.D.), natural causes."
2012-7-14,"Frank R. Burns,",84,"American football player and coach (Rutgers University), natural causes."
2012-7-14,"Ennio Cardoni,",83,Italian footballer.
2012-7-14,"Bohuslav Ceplecha,",35,"Czech rally co-driver, race incident."
2012-7-14,"Philip Crosland,",93,British journalist.
2012-7-14,"Avis Hope Eckelberry,",56,"American film editor (The Flintstones, Cobb), niece of Bob Hope, ovarian cancer."
2012-7-14,"Mohamed el-Bisatie,",74,"Egyptian novelist and short story writer, liver disease."
2012-7-14,"King Hill,",75,"American football player (Philadelphia Eagles), cancer."
2012-7-14,"Sir David House,",89,British Army general and Black Rod (1978–1985).
2012-7-14,"Sixten Jernberg, 83, Swedish cross-country skier, Olympic gold medalist (1956,",1960,"1964), cancer."
2012-7-14,"Roy Shaw,",76,British businessman and boxer.
2012-7-14,"Enrique Silva Cimma,",93,"Chilean politician, Foreign Minister (1990–1994), bronchial obstruction."
2012-7-14,"Sidney Oslin Smith Jr.,",88,"American federal judge, cancer."
2012-7-15,"Boris Cebotari,",37,"Moldovan footballer, apparent suicide by jumping."
2012-7-15,"Tsilla Chelton,",93,French actress (Tatie Danielle).
2012-7-15,"Manuel Eguiguren Galarraga,",82,"Spanish-born Bolivian Roman Catholic prelate, Auxiliary Vicar Apostolic of El Beni (1981–2007)."
2012-7-15,"Grant Feasel,",52,"American football player (Baltimore Colts, Seattle Seahawks)."
2012-7-15,"Sir David Fraser,",91,British Army general.
2012-7-15,"Ovadia Harari,",68,"Israeli engineer, Israel Prize recipient."
2012-7-15,"Celeste Holm,",95,"American actress (Gentleman's Agreement, All About Eve, Tom Sawyer)."
2012-7-15,"Muzharul Islam,",88,"Bangladeshi architect and urban planner, natural causes."
2012-7-15,"Sadamu Komachi,",92,Japanese fighter pilot.
2012-7-15,"Jacqueline Piatigorsky,",100,"French-born American chess and tennis player, author and sculptor."
2012-7-15,"Anne Spencer,",73,British naval officer.
2012-7-15,"Yoichi Takabayashi,",81,"Japanese film director, pneumonia."
2012-7-16,"William Asher,",90,"American television writer and director (Alice, Bewitched, I Love Lucy), Alzheimer's disease."
2012-7-16,"Bob Babbitt,",74,"American bass guitarist (The Funk Brothers), brain cancer."
2012-7-16,"Stephen Covey,",79,"American writer (The Seven Habits of Highly Effective People), complications after a bicycle accident."
2012-7-16,"Gilbert Esau,",92,American politician.
2012-7-16,"James F. Goodrich,",99,"American businessman, Under Secretary of the Navy (1981–1987)."
2012-7-16,"Edward E. Hammer,",80,American electrical engineer.
2012-7-16,"Martin Kenzie,",56,"British second unit director and cinematographer (Aliens, Willow, Game of Thrones)."
2012-7-16,"Taras Kiktyov,",25,"Ukrainian football player, after long illness."
2012-7-16,"Ed Lincoln,",80,"Brazilian composer and musician, respiratory failure."
2012-7-16,"Jon Lord,",71,"English composer and musician (Deep Purple), pulmonary embolism."
2012-7-16,"Masaharu Matsushita,",99,"Japanese businessman, President of Panasonic (1961–1977), natural causes."
2012-7-16,"Joseph Nduhirubusa,",74,"Burundian Roman Catholic prelate, Bishop of Ruyigi (1980–2010)."
2012-7-16,"Wendy Law Suart,",85,Australian travel writer.
2012-7-16,"Giora Tzahor,",70,"Israeli intelligence agent, traffic collision."
2012-7-16,"Henryk Wasilewski,",59,Polish middle distance runner.
2012-7-16,"Kitty Wells,",92,"American country music singer (""It Wasn't God Who Made Honky Tonk Angels"", ""Making Believe""), complications after a stroke."
2012-7-16,"Sir David Williams,",91,"British admiral, Governor of Gibraltar (1982–1985)."
2012-7-17,"Ottorino Pietro Alberti,",84,"Italian Roman Catholic prelate, Archbishop of Spoleto-Norcia (1973–1987) and Cagliari (1987–2003)."
2012-7-17,"Balavant Apte,",73,"Indian politician, chronic lung disease."
2012-7-17,"Thomas John Curran,",88,American federal judge.
2012-7-17,"Richard Evatt,",38,British boxer.
2012-7-17,"Mrinal Gore,",84,"Indian politician, cardiac arrest."
2012-7-17,"Paul Langlois,",85,Canadian politician.
2012-7-17,"Jorge Legorreta,",62,"Mexican architect and urbanist, stroke."
2012-7-17,"Forrest S. McCartney,",81,"American USAF lieutenant general, director of the Kennedy Space Center (1986–1991)."
2012-7-17,"Morgan Paull,",67,"American actor (Blade Runner, Norma Rae, Patton), stomach cancer."
2012-7-17,"William Raspberry,",76,"American journalist and newspaper columnist (The Washington Post), prostate cancer."
2012-7-17,"Marsha Singh,",57,"British politician, MP for Bradford West (1997–2012)."
2012-7-17,"Wahengbam Nipamacha Singh,",82,"Indian politician, Chief Minister of Manipur (1997–2001)."
2012-7-17,"Iet van Feggelen,",90,Dutch swimmer.
2012-7-17,"William L. Wainwright,",64,"American politician, member of the North Carolina House of Representatives (since 1991), cancer."
2012-7-18,"Robert Creamer,",90,"American sportswriter and author, prostate cancer."
2012-7-18,"Yosef Shalom Eliashiv,",102,"Israeli rabbi, leader of Orthodox Judaism, heart failure."
2012-7-18,"Jean François-Poncet,",83,"French politician, Minister of Foreign Affairs (1978–1981), stroke."
2012-7-18,"Aston Greathead,",91,New Zealand artist.
2012-7-18,"Harvey Hess,",73,American poet and arts critic.
2012-7-18,"Rajesh Khanna,",69,Indian actor and film producer.
2012-7-18,"Robert Kurz,",68,German philosopher.
2012-7-18,"Seppo Liitsola,",79,Finnish ice hockey player and coach.
2012-7-18,"Pancho Martin,",86,Cuban racehorse trainer (Sham).
2012-7-18,"Isidoro Martínez-Vela,",87,Spanish Olympic swimmer. [3]
2012-7-18,"Jack Matthews,",92,Welsh rugby union player and doctor.
2012-7-18,"Dawoud Rajiha,",65,"Syrian politician, Minister of Defense (since 2011), bomb blast."
2012-7-18,"Assef Shawkat,",62,"Syrian politician, deputy Minister of Defense, bomb blast."
2012-7-18,"Ernest Toovey,",90,Australian cricketer and baseball player.
2012-7-18,"Hasan Turkmani,",77,"Syrian politician, Minister of Defense (2004–2009), Chief of Crisis Operations (since 2011), bomb blast."
2012-7-19,"Humayun Ahmed,",63,"Bangladeshi writer, colorectal cancer."
2012-7-19,"Tom Davis,",59,"American comedian and television writer (Saturday Night Live), throat and neck cancer."
2012-7-19,"Brian Dobson,",80,English archaeologist.
2012-7-19,"Mohammad Hassan Ganji,",100,"Iranian meteorologist and academic, brain hemorrhage."
2012-7-19,"Archer King,",95,American theatrical agent.
2012-7-19,"Wilhelm Lehner,",97,"German army officer, awarded Knight's Cross of the Iron Cross."
2012-7-19,"Anthony Melio,",80,"American politician, Member of the Pennsylvania House of Representatives (1987–2010), complications from an appendectomy."
2012-7-19,"Hans Nowak,",75,German footballer (FC Bayern Munich).
2012-7-19,"William Staub,",96,"American engineer, developer of the commercial treadmill."
2012-7-19,"Omar Suleiman,",76,"Egyptian general and politician, Vice President (2011), heart attack."
2012-7-19,"Sylvia Woods,",86,"American restaurateur, founder of Sylvia's Restaurant of Harlem, Alzheimer's disease."
2012-7-19,"Valiulla Yakupov,",48,"Russian Tatar Islamic cleric, shot."
2012-7-20,"Sir Alastair Burnet,",84,"British journalist and broadcaster, complications following strokes."
2012-7-20,"Andrew Davidson, 2nd Viscount Davidson,",83,British peer and politician.
2012-7-20,"Jack Davis,",81,"American Olympic silver medal-winning (1952, 1956) hurdler, complications from a fall."
2012-7-20,"Aharon Dolgopolsky,",81,Russian-born Israeli linguist.
2012-7-20,"Tony Epper,",73,"American actor and stuntman (Bram Stoker's Dracula, The Rock, Thelma and Louise), cancer."
2012-7-20,"Hisham Ikhtiyar, 70 or",71,"Syrian military and security official, injuries from bomb blast."
2012-7-20,"Ahmed Jdey,",61,"Tunisian author, historian, and professor."
2012-7-20,"John Monteith,",81,British academic.
2012-7-20,"Hanne Marthe Narud,",54,"Norwegian political scientist, cancer."
2012-7-20,"Sherman Pendergarst,",45,"American mixed martial artist, cancer."
2012-7-20,"Fioravante Perrotta,",80,American lawyer and political aide.
2012-7-20,"Dorothy Germain Porter,",88,American golfer.
2012-7-20,"Goldie Rogers,",61,"Canadian professional wrestler, stroke."
2012-7-20,"Simon Ward,",70,"English actor (Loot, Young Winston, The Three Musketeers), after long illness."
2012-7-21,"Alexander Cockburn,",71,"Scottish political journalist and writer, cancer."
2012-7-21,"Geoffrey Hattersley-Smith,",89,British glaciologist.
2012-7-21,"Ismail Hutson,",73,"Malaysian actor, heart complications."
2012-7-21,"Marie Kruckel,",88,American baseball player (AAGPBL).
2012-7-21,"Andrzej Łapicki,",87,Latvian-born Polish actor.
2012-7-21,"Susanne Lothar,",51,German actress (The White Ribbon).
2012-7-21,"Mike Lynn,",76,American football executive (Minnesota Vikings).
2012-7-21,"Ali Podrimja,",69,Albanian poet.
2012-7-21,"James D. Ramage,",96,American naval aviator.
2012-7-21,"Angharad Rees,",68,"Welsh actress (Poldark), pancreatic cancer."
2012-7-21,"Gene Stipe,",85,"American politician, Oklahoma State Senator (1957–2003)."
2012-7-21,"Vida Stout,",82,New Zealand academic.
2012-7-21,"Don Wilson,",74,English cricketer.
2012-7-22,"Leonard Alexander,",90,Australian cricketer. [4]
2012-7-22,"Miguel Arteche,",86,Chilean poet and novelist.
2012-7-22,"Eric Bell,",82,"English footballer (Bolton Wanderers), complications from Alzheimer's disease."
2012-7-22,"Jim Carlen,",79,American college football player and coach.
2012-7-22,"Miguel Gaspar,",84,Mexican baseball player. (Spanish)
2012-7-22,"Ding Guangen,",82,"Chinese politician, Minister of Railways (1985–1988)."
2012-7-22,"Kashinath Jalmi,",62,Indian politician.
2012-7-22,"Ernie Machin,",68,"English footballer (Coventry City, Plymouth Argyle)."
2012-7-22,"Nan Merriman,",92,American opera singer.
2012-7-22,"George Armitage Miller,",92,"American psychologist (The Magical Number Seven, Plus or Minus Two)."
2012-7-22,"Vincent O'Keefe,",92,"American Jesuit cleric, President of Fordham University (1963–1965)."
2012-7-22,"Oswaldo Payá,",60,"Cuban dissident, recipient of the 2002 Sakharov Prize, traffic collision."
2012-7-22,"Fern Persons,",101,"American actress (Field of Dreams, Hoosiers, Risky Business)."
2012-7-22,"Frank Pierson,",87,"American film director and screenwriter (Dog Day Afternoon, Cool Hand Luke, A Star is Born), natural causes."
2012-7-22,"Roberto Sebastian,",68,Filipino government official.
2012-7-22,"Ed Stevens,",87,"American baseball player (Brooklyn Dodgers, Pittsburgh Pirates)."
2012-7-22,"Bohdan Stupka,",70,"Ukrainian actor, People's Artist of USSR, bone cancer."
2012-7-22,"Herbert Vogel,",89,"American modern art collector and philanthropist, natural causes."
2012-7-22,"Warren Winkelstein,",90,American epidemiologist.
2012-7-23,"Lars Ardelius,",85,"Swedish psychologist and novelist, heart failure."
2012-7-23,"Mirjana Gross,",90,Croatian historian.
2012-7-23,"Graham Jackson,",45,British conductor and music director.
2012-7-23,"Margaret Mahy,",76,"New Zealand children's author, cancer."
2012-7-23,"Maria Emanuel, Margrave of Meissen,",86,German noble.
2012-7-23,"Louise Nippert,",100,American baseball team owner (Cincinnati Reds) and arts patron.
2012-7-23,"Peaks and Valleys,",20,"Canadian Thoroughbred racehorse, winner of the Molson Export Million Stakes (1995). (death announced on this date)"
2012-7-23,"Sally Ride,",61,"American physicist and astronaut, first American woman in space, pancreatic cancer."
2012-7-23,"Lakshmi Sahgal,",97,"Indian politician, army officer and revolutionist of the Indian independence movement, cardiac arrest."
2012-7-23,"John Treloar,",84,"Australian Olympic (1952) sprinter, Commonwealth Games gold medalist."
2012-7-23,"Esther Tusquets,",75,"Spanish publisher, writer and essayist, pneumonia."
2012-7-23,"Duane Wood,",74,American football player (Kansas City Chiefs).
2012-7-24,"Hamlet Bareh,",81,"Indian writer, historian and film director."
2012-7-24,"Nevin Çokay,",82,Turkish painter and teacher. (Turkish)
2012-7-24,"Sir Kenneth Crook,",91,"British diplomat, Ambassador to Afghanistan (1976–1979)."
2012-7-24,"Chad Everett,",75,"American actor (Medical Center), lung cancer."
2012-7-24,"Irvin Faust,",88,"American author and educator, stroke."
2012-7-24,"Thelma Glass,",96,"American civil rights leader, academic and geographer, last surviving member of the Women's Political Council."
2012-7-24,"Sherman Hemsley,",74,"American actor (The Jeffersons, Amen, Dinosaurs), lung cancer."
2012-7-24,"Larry Hoppen,",61,American singer and musician (Orleans).
2012-7-24,"Robert Ledley,",86,"American scientist, inventor of the full-body CT scanner, Alzheimer's disease."
2012-7-24,"Themo Lobos,",83,"Chilean comic book writer and artist, respiratory failure. (Spanish)"
2012-7-24,"John Atta Mills,",68,"Ghanaian politician, President (since 2009)."
2012-7-24,"Nancy Mudge,",82,American baseball player (AAGPBL).
2012-7-24,"Mavelikkara Velukkutty Nair,",85,Indian musician.
2012-7-24,"Michael H. Nash,",66,"American historian, pulmonary embolism."
2012-7-24,"Gregorio Peces-Barba,",74,"Spanish politician and jurist, renal failure."
2012-7-24,"Prime Defender,",8,"British racehorse, winner of the Duke of York Stakes (2010), myocardial infarction."
2012-7-24,"Traleg Kyabgon Rinpoche,",57,Tibetan lama and teacher.
2012-7-24,"Thanasis Tribonias,",28,"Greek footballer, traffic collision. (Greek)"
2012-7-24,"James West,",98,"American psychiatrist and surgeon, co-founder of the Betty Ford Center."
2012-7-25,"David Barby,",63,"British antiques expert (Bargain Hunt), stroke."
2012-7-25,"James Coward,",97,British military aviator.
2012-7-25,"Suzy Gershman,",64,"American author, widow of Michael Gershman, brain cancer."
2012-7-25,"Barry Langford,",86,British television director and producer.
2012-7-25,"Bruno Mazza,",88,Italian football player.
2012-7-25,"Greg Mohns,",62,"American CFL coach and executive (BC Lions, Toronto Argonauts), throat cancer."
2012-7-25,"Marceau Stricanne,",92,French footballer. (French)
2012-7-25,"Franz West,",65,"Austrian artist, liver disease."
2012-7-26,"Don Bagley,",84,American jazz bassist and composer.
2012-7-26,"Miriam Ben-Porat,",94,"Israeli Supreme Court judge, State Comptroller."
2012-7-26,"Karl Benjamin,",86,"American painter, heart failure."
2012-7-26,"Walter Goss,",84,"American sound engineer (Deliverance, The Deep, Mean Streets)."
2012-7-26,"Lupe Ontiveros,",69,"American actress (Desperate Housewives, Selena, The Goonies), liver cancer."
2012-7-26,"Pat Porter,",53,"American Olympic (1984, 1988) distance runner, plane crash."
2012-7-26,"Neil Reed,",36,"American basketball player (Indiana) involved in Bob Knight controversy, heart attack."
2012-7-26,"Ralph Slatyer,",83,"Australian biologist, Chief Scientist (1989–1992)."
2012-7-26,"Mary Tamm,",62,"English actress (Doctor Who), cancer."
2012-7-26,"James D. Watkins,",85,"American Naval officer and cabinet member, Chief of Naval Operations (1982–1986), Chair of the President's Commission on the HIV Epidemic (1987–1988), Secretary of Energy (1989–1993), heart failure."
2012-7-27,"Norman Alden,",87,"American actor (Back to the Future, Ed Wood, Tora! Tora! Tora!), natural causes."
2012-7-27,"Darryl Cotton,",62,"Australian singer (Zoot, Cotton Keays & Morris) and television host (The Early Bird Show), liver cancer."
2012-7-27,"Geoffrey Hughes,",68,"English actor (Coronation Street, Yellow Submarine, Keeping Up Appearances), prostate cancer."
2012-7-27,"Art Malone,",64,"American football player (Atlanta Falcons, Philadelphia Eagles)."
2012-7-27,"Tony Martin,",98,"American actor and singer, widower of Cyd Charisse, natural causes."
2012-7-27,"Russ Mayberry,",86,"Scottish-born American television director (Kojak, Magnum P.I., The Brady Bunch)."
2012-7-27,"Emmanuel Otteh,",85,"Nigerian Roman Catholic prelate, Bishop of Issele-Uku (1996–2003)."
2012-7-27,"Bruce Schultz,",80,"Australian Anglican prelate, Bishop of Grafton (1985–1998)."
2012-7-27,"Hans Svedberg,",80,Swedish ice hockey player.
2012-7-27,"Jack Taylor,",82,"English football referee, officiated 1974 FIFA World Cup Final."
2012-7-27,"Jan Trąbka,",81,Polish academic.
2012-7-28,"Vartan Achkarian,",76,"Lebanese Armenian Catholic hierarch, Auxiliary Bishop of Beirut (1987–2011)."
2012-7-28,"Adam Cullen,",46,Australian painter.
2012-7-28,"Phyllis Deane,",93,British economic historian.
2012-7-28,"Amos Degani,",86,Israeli politician.
2012-7-28,"Peter Evans-Freke, 11th Baron Carbery,",92,Anglo-Irish peer.
2012-7-28,"Colin Horsley,",92,New Zealand-born British classical pianist.
2012-7-28,"Carol Kendall,",94,"American author (The Gammage Cup, The Whisper of Glocken)."
2012-7-28,"James Marriott,",39,British film critic and author.
2012-7-28,"Sepp Mayerl,",75,"Austrian mountaineer, climbing incident."
2012-7-28,"William F. Milliken, Jr.,",101,"American aerospace engineer, automotive engineer and racecar driver."
2012-7-28,"Ruth Mott,",95,British television cook.
2012-7-28,"David Thomas,",53,"English cricketer, complications of multiple sclerosis."
2012-7-29,"Tatiana Egorova,",42,Russian football manager and player.
2012-7-29,"John P. Finnegan,",85,"American actor (JFK, Last Action Hero, Mars Attacks!), complications from pneumonia"
2012-7-29,"August Kowalczyk,",90,"Polish actor, last survivor of 1942 Auschwitz concentration camp breakout."
2012-7-29,"Chris Marker,",91,"French writer, photographer, documentary film director (La jetée) and multimedia artist."
2012-7-29,"Suzanne Martel,",87,Canadian writer.
2012-7-29,"James Mellaart,",87,"English archaeologist, excavator of Çatalhöyük."
2012-7-29,"Sluggy Ranks,",45,"Jamaican dancehall musician, injuries sustained in a car crash."
2012-7-29,"Vempati Chinna Satyam,",82,"Indian dancer and teacher, multiple organ failure."
2012-7-29,"Heinz Staab,",86,German chemist.
2012-7-29,"John Stampe,",55,"Danish footballer, cancer."
2012-7-30,"Maeve Binchy,",72,"Irish novelist (Circle of Friends), columnist and public speaker, following a short illness."
2012-7-30,"George F. Cahill, Jr.,",85,American scientist.
2012-7-30,"Bill Doss,",43,"American rock singer and guitarist (The Olivia Tremor Control, The Apples in Stereo)."
2012-7-30,"Stig Ossian Ericson,",88,Swedish actor and script writer.
2012-7-30,"Christopher Evans,",102,English chaplain and theologian.
2012-7-30,"Les Green,",70,English footballer (Derby County) and manager (Tamworth).
2012-7-30,"Jonathan Hardy,",71,"New Zealand actor (Farscape, Mad Max, Moulin Rouge!) and screenwriter (Breaker Morant)."
2012-7-30,"Bill Kitchen,",51,Canadian ice hockey player (Montreal Canadiens).
2012-7-30,"Mary Louise Rasmuson,",101,American philanthropist.
2012-7-31,"Kevin Best,",80,Australian artist.
2012-7-31,"Marie Brenden,",74,Norwegian politician.
2012-7-31,"Roy Bryce-Laporte,",78,American sociologist.
2012-7-31,"Lucien Daloz,",81,"French Roman Catholic prelate, Archbishop of Besançon (1980–2003)."
2012-7-31,"Mollie Hunter,",90,Scottish writer.
2012-7-31,"Iryna Kalynets,",72,"Ukrainian writer and Soviet dissident, wife of Ihor Kalynets, after long illness."
